id,target_prot,seqid,fam_cluster,padloc_system,padloc_gene,deffinder_system,deffinder_gene,start,end,rel_start,rel_end,strand,flip_strand,product,locus_tag,assembly_accession,species_taxid,kingdom,phylum,class,order,family,genus,species,linecolor,fillcolor
AXH06890.1,AXH06898.1,CP031195.1,8,,,,,332055,332576,-7512,-6991,+,+,peptide-methionine (S)-S-oxide reductase,BGV76_01785,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
AXH06891.1,AXH06898.1,CP031195.1,22,,,,,332777,333085,-6790,-6482,+,+,CPBP family intramembrane metalloprotease,BGV76_01790,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[94.2483399876158, 23.398058339443676, 20.575129690885394, 255]","[188.4966799752316, 46.79611667888735, 41.15025938177079, 255]"
AXH06892.1,AXH06898.1,CP031195.1,6,,,,,333175,333618,-6392,-5949,+,+,phosphate-starvation-inducible protein PsiE,BGV76_01795,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[100.84144788848097, 112.56801838642647, 84.35374322802248, 255]","[201.68289577696194, 225.13603677285295, 168.70748645604496, 255]"
AXH06893.1,AXH06898.1,CP031195.1,4,,,,,333633,334445,-5934,-5122,+,+,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,BGV76_01800,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
AXH06894.1,AXH06898.1,CP031195.1,15,,,,,334507,335148,-5060,-4419,-,-,thiamine phosphate synthase,BGV76_01805,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[97.50717223500317, 114.90848647205591, 86.95687033773437, 255]","[195.01434447000634, 229.81697294411182, 173.91374067546874, 255]"
AXH06895.1,AXH06898.1,CP031195.1,4,,,,,335313,336110,-4254,-3457,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,BGV76_01810,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[113.55458853929483, 96.45516768831553, 70.71994173459358, 255]","[227.10917707858965, 192.91033537663105, 141.43988346918715, 255]"
AXH06896.1,AXH06898.1,CP031195.1,18,,,,,336133,336897,-3434,-2670,-,-,hydroxyethylthiazole kinase,BGV76_01815,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.8546940418619, 52.12004723716061, 95.83298549799802, 255]","[77.7093880837238, 104.24009447432122, 191.66597099599605, 255]"
AXH06897.1,AXH06898.1,CP031195.1,7,,,,,337343,339310,-2224,-257,+,+,hypothetical protein,BGV76_01820,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[75.46964627440586, 117.3744886305716, 97.33528625349952, 255]","[150.93929254881172, 234.7489772611432, 194.67057250699904, 255]"
AXH06898.1,AXH06898.1,CP031195.1,0,cas_type_II-A,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,339567,343703,0,4136,+,+,type II CRISPR RNA-guided endonuclease Cas9,BGV76_01825,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
AXH06899.1,AXH06898.1,CP031195.1,1,cas_type_II-A,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,343909,344814,4342,5247,+,+,type II CRISPR-associated endonuclease Cas1,BGV76_01830,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
AXH06900.1,AXH06898.1,CP031195.1,3,cas_type_II-A,Cas2_II,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,344792,345097,5225,5530,+,+,CRISPR-associated endonuclease Cas2,BGV76_01835,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
AXH06901.1,AXH06898.1,CP031195.1,2,cas_type_II-A,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,345094,345765,5527,6198,+,+,type II-A CRISPR-associated protein Csn2,BGV76_01840,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
AXH06902.1,AXH06898.1,CP031195.1,,,,,,347594,348052,8027,8485,+,+,hypothetical protein,BGV76_01845,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06903.1,AXH06898.1,CP031195.1,,,,,,348068,348460,8501,8893,+,+,hypothetical protein,BGV76_01850,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06904.1,AXH06898.1,CP031195.1,23,,,,,348585,348815,9018,9248,-,-,hypothetical protein,BGV76_01855,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[68.71739003128884, 114.87681608958442, 98.77168415084817, 255]","[137.4347800625777, 229.75363217916885, 197.54336830169635, 255]"
AXH06905.1,AXH06898.1,CP031195.1,,,,,,348894,350168,9327,10601,-,-,MFS transporter,BGV76_01860,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06906.1,AXH06898.1,CP031195.1,,,,,,350183,351580,10616,12013,-,-,glycoside hydrolase family 32 protein,BGV76_01865,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06907.1,AXH06898.1,CP031195.1,,,,,,351854,352837,12287,13270,+,+,LacI family DNA-binding transcriptional regulator,BGV76_01870,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06908.1,AXH06898.1,CP031195.1,39,,,,,354369,355259,14802,15692,+,+,hypothetical protein,BGV76_01880,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[111.025957879069, 78.72565598180023, 57.71713744871684, 255]","[222.051915758138, 157.45131196360046, 115.43427489743368, 255]"
AXH06909.1,AXH06898.1,CP031195.1,20,,,,,356628,357581,17061,18014,-,-,L-lactate dehydrogenase,BGV76_01890,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[114.42566851993624, 94.84783693217737, 69.52768584553274, 255]","[228.85133703987248, 189.69567386435475, 139.0553716910655, 255]"
AXH06910.1,AXH06898.1,CP031195.1,,,,,,357663,357842,18096,18275,-,-,hypothetical protein,BGV76_01895,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
AXH06911.1,AXH06898.1,CP031195.1,9,,,,,357913,358368,18346,18801,-,-,IS200/IS605 family transposase,BGV76_01900,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[38.47151297410953, 53.19547935794847, 95.95040928271898, 255]","[76.94302594821906, 106.39095871589694, 191.90081856543796, 255]"
AXH06912.1,AXH06898.1,CP031195.1,5,,,,,358442,359692,18875,20125,+,+,transposase,BGV76_01905,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[44.42318975199889, 98.16164036695504, 99.5903323422451, 255]","[88.84637950399778, 196.32328073391008, 199.1806646844902, 255]"
AXH06913.1,AXH06898.1,CP031195.1,26,,,,,360146,360472,20579,20905,+,+,hypothetical protein,BGV76_01910,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[45.44812056409533, 31.78029879014361, 92.92685966923577, 255]","[90.89624112819067, 63.56059758028722, 185.85371933847154, 255]"
AXH06914.1,AXH06898.1,CP031195.1,30,,,,,360528,361490,20961,21923,+,+,50S ribosomal protein L11 methyltransferase,BGV76_01915,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[35.21057706279159, 89.55453926543744, 98.55545978879034, 255]","[70.42115412558319, 179.10907853087488, 197.1109195775807, 255]"
AXH06915.1,AXH06898.1,CP031195.1,13,,,,,361490,362239,21923,22672,+,+,16S rRNA (uracil(1498)-N(3))-methyltransferase,BGV76_01920,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[87.81534216145823, 118.39882847743232, 92.79455668748746, 255]","[175.63068432291647, 236.79765695486464, 185.58911337497491, 255]"
AXH06916.1,AXH06898.1,CP031195.1,24,,,,,362299,362640,22732,23073,+,+,hypothetical protein,BGV76_01925,GCA_003346795.1,1613,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,"[47.994265433747856, 101.21748091215075, 99.81895406954834, 255]","[95.98853086749571, 202.4349618243015, 199.63790813909668, 255]"
WP_291977907.1,WP_291977926.1,NZ_JAKVPL010000001.1,43,,,,,1881677,1882111,22506,22940,-,+,3-hydroxyacyl-ACP dehydratase FabZ,LKE14_RS08855,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[82.51921876477427, 118.598110575388, 95.0841493727061, 255]","[165.03843752954853, 237.196221150776, 190.1682987454122, 255]"
WP_291977908.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1882113,1882544,22073,22504,-,+,biotin/lipoyl-containing protein,LKE14_RS08860,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977909.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1882545,1883780,20837,22072,-,+,beta-ketoacyl-ACP synthase II,LKE14_RS08865,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977910.1,WP_291977926.1,NZ_JAKVPL010000001.1,45,,,,,1883796,1884527,20090,20821,-,+,SDR family oxidoreductase,LKE14_RS08870,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[94.60530132662248, 116.43496302934312, 88.95685100963559, 255]","[189.21060265324496, 232.86992605868625, 177.91370201927117, 255]"
WP_291977911.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1884518,1885450,19167,20099,-,+,ACP S-malonyltransferase,LKE14_RS08875,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977912.1,WP_291977926.1,NZ_JAKVPL010000001.1,44,,,,,1885450,1885698,18919,19167,-,+,acyl carrier protein,LKE14_RS08880,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[96.93585916541873, 115.24492694256782, 87.36933998380556, 255]","[193.87171833083747, 230.48985388513563, 174.73867996761112, 255]"
WP_291977913.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1885718,1886689,17928,18899,-,+,beta-ketoacyl-ACP synthase III,LKE14_RS08885,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977914.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1886712,1887152,17465,17905,-,+,MarR family transcriptional regulator,LKE14_RS08890,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977915.1,WP_291977926.1,NZ_JAKVPL010000001.1,43,,,,,1887230,1887676,16941,17387,-,+,3-hydroxyacyl-ACP dehydratase FabZ,LKE14_RS08895,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[82.51921876477427, 118.598110575388, 95.0841493727061, 255]","[165.03843752954853, 237.196221150776, 190.1682987454122, 255]"
WP_291977916.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1887987,1888565,16052,16630,+,-,hypothetical protein,LKE14_RS08900,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977917.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1888613,1889113,15504,16004,-,+,GNAT family N-acetyltransferase,LKE14_RS08905,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977918.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1889198,1890646,13971,15419,-,+,DUF4767 domain-containing protein,LKE14_RS08910,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977919.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1890843,1891523,13094,13774,+,-,response regulator transcription factor,LKE14_RS08915,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977920.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1891516,1892493,12124,13101,+,-,sensor histidine kinase,LKE14_RS08920,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977921.1,WP_291977926.1,NZ_JAKVPL010000001.1,63,,,,,1892591,1893346,11271,12026,+,-,ABC transporter ATP-binding protein,LKE14_RS08925,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[74.73841127245342, 117.16207575902355, 97.52259343983384, 255]","[149.47682254490684, 234.3241515180471, 195.04518687966768, 255]"
WP_291977922.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1893350,1895272,9345,11267,+,-,ABC transporter permease,LKE14_RS08930,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977923.1,WP_291977926.1,NZ_JAKVPL010000001.1,2,cas_type_II-A,Csn2,CAS_Class2-Subtype-II-A,csn2_II-A_6,1898440,1899111,5506,6177,-,+,type II-A CRISPR-associated protein Csn2,LKE14_RS08935,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[0, 0, 0, 255]","[156.6936756617153, 236.12111077786028, 193.0341998905749, 255]"
WP_291977924.1,WP_291977926.1,NZ_JAKVPL010000001.1,3,cas_type_II-A,Cas2_II,CAS_Class2-Subtype-II-A,cas2_I_II_III_IV_V_VI_11,1899108,1899413,5204,5509,-,+,CRISPR-associated endonuclease Cas2,LKE14_RS08940,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[0, 0, 0, 255]","[100.62703781392865, 30.29656754082209, 179.51542666149774, 255]"
WP_291977925.1,WP_291977926.1,NZ_JAKVPL010000001.1,1,cas_type_II-A,Cas1_II,CAS_Class2-Subtype-II-A,cas1_I_II_III_IV_V_VI_5,1899391,1900299,4318,5226,-,+,type II CRISPR-associated endonuclease Cas1,LKE14_RS08945,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[0, 0, 0, 255]","[204.49667191062449, 99.6717190113312, 75.89646796575155, 255]"
WP_291977926.1,WP_291977926.1,NZ_JAKVPL010000001.1,0,cas_type_II-A,Cas9,CAS_Class2-Subtype-II-A,cas9_II-A_1,1900499,1904617,0,4118,-,+,type II CRISPR RNA-guided endonuclease Cas9,LKE14_RS08950,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[0, 0, 0, 255]","[201.36333332764525, 89.32648283598287, 69.03443619229839, 255]"
WP_291976173.1,WP_291977926.1,NZ_JAKVPL010000001.1,38,,,,,1904771,1905901,-1284,-154,-,+,IS30 family transposase,LKE14_RS08955,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[76.19610949140984, 117.57055577471112, 97.14107416274987, 255]","[152.39221898281968, 235.14111154942225, 194.28214832549975, 255]"
WP_291977927.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1906177,1906926,-2309,-1560,-,+,hypothetical protein,LKE14_RS08960,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977928.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1907136,1907390,-2773,-2519,+,-,hypothetical protein,LKE14_RS08965,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977929.1,WP_291977926.1,NZ_JAKVPL010000001.1,11,,,,,1907466,1908158,-3541,-2849,+,-,DUF554 domain-containing protein,LKE14_RS08970,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[98.2947127096455, 36.77689093569376, 29.322333998038154, 255]","[196.589425419291, 73.55378187138751, 58.64466799607631, 255]"
WP_291977930.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1908262,1909347,-4730,-3645,+,-,Ldh family oxidoreductase,LKE14_RS08975,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_267201748.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1909496,1909663,-5046,-4879,+,-,hypothetical protein,LKE14_RS08980,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977931.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1910086,1911225,-6608,-5469,+,-,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,LKE14_RS08985,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977932.1,WP_291977926.1,NZ_JAKVPL010000001.1,40,,,,,1911361,1912578,-7961,-6744,+,-,NADH-dependent oxidoreductase,LKE14_RS08990,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[83.87179767491796, 118.64624395821923, 94.55208509887964, 255]","[167.7435953498359, 237.29248791643846, 189.1041701977593, 255]"
WP_291977933.1,WP_291977926.1,NZ_JAKVPL010000001.1,62,,,,,1912634,1913527,-8910,-8017,-,+,LysR family transcriptional regulator,LKE14_RS08995,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[87.16994281051022, 118.48076201708204, 93.1041697287325, 255]","[174.33988562102044, 236.96152403416409, 186.208339457465, 255]"
WP_291977934.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1913699,1914394,-9777,-9082,+,-,SDR family oxidoreductase,LKE14_RS09000,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977935.1,WP_291977926.1,NZ_JAKVPL010000001.1,40,,,,,1914532,1915773,-11156,-9915,+,-,NADH-dependent oxidoreductase,LKE14_RS09005,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[83.87179767491796, 118.64624395821923, 94.55208509887964, 255]","[167.7435953498359, 237.29248791643846, 189.1041701977593, 255]"
WP_291977936.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1915830,1916726,-12109,-11213,-,+,DMT family transporter,LKE14_RS09010,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977937.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1916742,1917551,-12934,-12125,-,+,PfkB family carbohydrate kinase,LKE14_RS09015,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977938.1,WP_291977926.1,NZ_JAKVPL010000001.1,62,,,,,1917565,1918485,-13868,-12948,-,+,LysR family transcriptional regulator,LKE14_RS09020,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[87.16994281051022, 118.48076201708204, 93.1041697287325, 255]","[174.33988562102044, 236.96152403416409, 186.208339457465, 255]"
WP_291977939.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1918614,1919165,-14548,-13997,+,-,isochorismatase family cysteine hydrolase,LKE14_RS09025,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977940.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1919253,1919498,-14881,-14636,-,+,hypothetical protein,LKE14_RS09030,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977941.1,WP_291977926.1,NZ_JAKVPL010000001.1,,,,,,1919525,1920835,-16218,-14908,-,+,phosphoglycerate transporter protein PgtP,LKE14_RS09035,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_291977942.1,WP_291977926.1,NZ_JAKVPL010000001.1,51,,,,,1920925,1924026,-19409,-16308,-,+,SMC family ATPase,LKE14_RS09040,GCF_022482305.1,2773925,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus sp.,"[56.62136113314165, 107.83390323696727, 99.91652550731254, 255]","[113.2427222662833, 215.66780647393455, 199.83305101462508, 255]"
WP_083485145.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,111207,111677,-19901,-19431,+,+,GNAT family N-acetyltransferase,FC85_RS13750,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866089.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,112020,113378,-19088,-17730,+,+,solute carrier family 23 protein,FC85_RS13755,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
WP_057866090.1,WP_057866106.1,NZ_AZEY01000105.1,,,,,,113460,113948,-17648,-17160,+,+,GNAT family N-acetyltransferase,FC85_RS13760,GCF_001434255.1,179838,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,"[115.0, 115.0, 115.0, 255]","[230, 230, 230, 255]"
